时间,等级,类型,代码,名称,现价,涨跌幅,正股涨跌幅,溢价率,评分,详情
11:07:48,B,超跌修复,123131,奥飞转债,265.23,-2.36%,+1.94%,23.93%,4.7,转债超跌-2.4% vs 正股+1.9% 偏离4.3% 修复空间大
11:07:48,B,正股大跌转债抗跌,128127,文科转债,114.21,-0.28%,-5.35%,15.09%,3.0,正股大跌-5.3% 转债仅-0.3% 抗跌
11:07:48,B,超跌修复,118060,瑞可转债,254.56,-1.29%,+2.13%,34.86%,1.8,转债超跌-1.3% vs 正股+2.1% 偏离3.4% 修复空间大
11:07:48,B,超跌修复,127092,运机转债,274.97,-3.01%,+0.04%,19.63%,1.0,转债超跌-3.0% vs 正股+0.0% 偏离3.0% 修复空间大
11:07:48,B,超跌修复,113615,金诚转债,743.49,-3.27%,-0.86%,20.27%,0.2,转债超跌-3.3% vs 正股-0.9% 偏离2.4% 修复空间大
11:08:08,B,超跌修复,127088,赫达转债,186.94,-3.14%,-0.55%,32.93%,0.3,转债超跌-3.1% vs 正股-0.6% 偏离2.6% 修复空间大
11:08:28,B,正股大跌转债抗跌,118051,皓元转债,255.67,-0.96%,-3.09%,23.62%,0.2,正股大跌-3.1% 转债仅-1.0% 抗跌
11:08:43,B,超跌修复,123183,海顺转债,137.88,-0.05%,+2.19%,18.26%,0.1,转债超跌-0.1% vs 正股+2.2% 偏离2.2% 修复空间大
11:09:27,B,放量拉升,111001,山玻转债,201.99,+1.86%,-5.00%,1.58%,0.4,"放量3.7x (均量142手/轮, 峰值526手) 成交额18.78亿 ⚠️强赎"
11:11:37,B,股价大涨转债滞涨,123225,翔丰转债,156.04,+0.72%,+3.01%,20.92%,0.3,正股大涨+3.0% 转债仅+0.7% 偏离2.3%
11:12:14,B,超跌修复,127078,优彩转债,138.62,-3.73%,-1.70%,26.22%,0.0,转债超跌-3.7% vs 正股-1.7% 偏离2.0% 修复空间大
11:12:32,B,超跌修复,118056,路维转债,319.93,-4.46%,-2.27%,30.34%,0.0,转债超跌-4.5% vs 正股-2.3% 偏离2.2% 修复空间大
11:12:51,B,超跌修复,127055,精装转债,237.40,-7.27%,-2.30%,20.29%,7.8,转债超跌-7.3% vs 正股-2.3% 偏离5.0% 修复空间大
11:12:51,B,超跌修复,118060,瑞可转债,253.79,-1.59%,+2.83%,33.53%,5.2,转债超跌-1.6% vs 正股+2.8% 偏离4.4% 修复空间大
11:12:51,B,超跌修复,123131,奥飞转债,264.75,-2.54%,+1.66%,24.05%,4.3,转债超跌-2.5% vs 正股+1.7% 偏离4.2% 修复空间大
11:12:51,B,正股大跌转债抗跌,128127,文科转债,114.18,-0.30%,-5.35%,15.06%,2.9,正股大跌-5.3% 转债仅-0.3% 抗跌
11:12:51,B,超跌修复,127092,运机转债,275.15,-2.94%,-0.22%,20.01%,0.5,转债超跌-2.9% vs 正股-0.2% 偏离2.7% 修复空间大
11:12:51,B,超跌修复,113615,金诚转债,748.43,-2.63%,+0.00%,20.03%,0.3,转债超跌-2.6% vs 正股+0.0% 偏离2.6% 修复空间大
11:13:10,B,超跌修复,127088,赫达转债,187.87,-2.66%,-0.21%,33.14%,0.2,转债超跌-2.7% vs 正股-0.2% 偏离2.5% 修复空间大
11:13:33,B,正股大跌转债抗跌,118051,皓元转债,255.68,-0.95%,-3.02%,23.53%,0.2,正股大跌-3.0% 转债仅-0.9% 抗跌
11:14:23,B,正股大跌转债抗跌,113681,镇洋转债,130.96,+0.33%,-3.05%,4.90%,1.0,正股大跌-3.0% 转债仅0.3% 抗跌
11:15:18,B,放量拉升,111001,山玻转债,202.35,+2.04%,-4.91%,1.68%,0.2,"放量3.3x (均量154手/轮, 峰值508手) 成交额19.03亿 ⚠️强赎"
11:15:41,B,股价大涨转债滞涨,123183,海顺转债,138.52,+0.42%,+3.09%,17.76%,0.6,正股大涨+3.1% 转债仅+0.4% 偏离2.7%
11:15:41,B,超跌修复,113658,密卫转债,141.83,-0.39%,+1.63%,26.65%,0.0,转债超跌-0.4% vs 正股+1.6% 偏离2.0% 修复空间大
11:16:40,B,股价大涨转债滞涨,123225,翔丰转债,156.45,+0.99%,+3.18%,21.03%,0.3,正股大涨+3.2% 转债仅+1.0% 偏离2.2%
11:17:26,B,超跌修复,127078,优彩转债,139.11,-3.40%,-1.28%,26.12%,0.0,转债超跌-3.4% vs 正股-1.3% 偏离2.1% 修复空间大
11:17:54,B,超跌修复,127055,精装转债,237.59,-7.19%,-2.27%,20.36%,7.6,转债超跌-7.2% vs 正股-2.3% 偏离4.9% 修复空间大
11:17:54,B,超跌修复,123131,奥飞转债,264.66,-2.57%,+1.89%,23.72%,5.4,转债超跌-2.6% vs 正股+1.9% 偏离4.5% 修复空间大
11:17:54,B,超跌修复,118060,瑞可转债,253.65,-1.64%,+2.63%,33.71%,4.6,转债超跌-1.6% vs 正股+2.6% 偏离4.3% 修复空间大
11:17:54,B,正股大跌转债抗跌,128127,文科转债,114.20,-0.29%,-5.11%,14.78%,2.6,正股大跌-5.1% 转债仅-0.3% 抗跌
11:17:54,B,超跌修复,113615,金诚转债,750.86,-2.32%,+0.69%,19.59%,0.9,转债超跌-2.3% vs 正股+0.7% 偏离3.0% 修复空间大
11:17:58,B,超跌修复,118056,路维转债,322.56,-3.68%,-1.65%,30.59%,0.0,转债超跌-3.7% vs 正股-1.6% 偏离2.0% 修复空间大
11:18:07,B,超跌修复,127092,运机转债,276.90,-2.32%,-0.18%,20.73%,0.0,转债超跌-2.3% vs 正股-0.2% 偏离2.1% 修复空间大
11:18:12,B,超跌修复,127088,赫达转债,187.76,-2.71%,-0.13%,32.94%,0.3,转债超跌-2.7% vs 正股-0.1% 偏离2.6% 修复空间大
11:22:26,B,超跌修复,127078,优彩转债,138.94,-3.51%,-1.42%,26.15%,0.0,转债超跌-3.5% vs 正股-1.4% 偏离2.1% 修复空间大
11:22:54,B,超跌修复,127055,精装转债,238.82,-6.71%,-1.47%,19.99%,9.4,转债超跌-6.7% vs 正股-1.5% 偏离5.2% 修复空间大
11:22:54,B,超跌修复,123131,奥飞转债,264.20,-2.74%,+1.75%,23.68%,5.5,转债超跌-2.7% vs 正股+1.8% 偏离4.5% 修复空间大
11:22:54,B,超跌修复,118060,瑞可转债,252.75,-1.99%,+1.86%,34.25%,3.0,转债超跌-2.0% vs 正股+1.9% 偏离3.9% 修复空间大
11:22:54,B,正股大跌转债抗跌,128127,文科转债,114.19,-0.29%,-5.35%,15.07%,2.9,正股大跌-5.3% 转债仅-0.3% 抗跌
11:22:54,B,超跌修复,113615,金诚转债,752.49,-2.10%,+0.15%,20.50%,0.1,转债超跌-2.1% vs 正股+0.1% 偏离2.2% 修复空间大
11:23:08,B,超跌修复,127092,运机转债,277.20,-2.22%,+0.04%,20.60%,0.1,转债超跌-2.2% vs 正股+0.0% 偏离2.3% 修复空间大
11:23:12,B,超跌修复,127088,赫达转债,188.31,-2.43%,-0.25%,33.51%,0.0,转债超跌-2.4% vs 正股-0.2% 偏离2.2% 修复空间大
11:23:17,B,超跌修复,118056,路维转债,320.89,-4.18%,-2.17%,30.61%,0.0,转债超跌-4.2% vs 正股-2.2% 偏离2.0% 修复空间大
11:27:13,B,正股大跌转债抗跌,113597,佳力转债,119.33,-0.97%,-3.11%,23.16%,0.2,正股大跌-3.1% 转债仅-1.0% 抗跌
11:27:59,B,超跌修复,127055,精装转债,241.07,-5.83%,+0.37%,18.89%,15.7,转债超跌-5.8% vs 正股+0.4% 偏离6.2% 修复空间大
11:27:59,B,超跌修复,123131,奥飞转债,266.40,-1.93%,+2.18%,24.19%,3.9,转债超跌-1.9% vs 正股+2.2% 偏离4.1% 修复空间大
11:27:59,B,超跌修复,118060,瑞可转债,253.96,-1.52%,+2.29%,34.32%,2.9,转债超跌-1.5% vs 正股+2.3% 偏离3.8% 修复空间大
11:27:59,B,正股大跌转债抗跌,128127,文科转债,114.21,-0.27%,-5.35%,15.09%,3.0,正股大跌-5.3% 转债仅-0.3% 抗跌
11:27:59,B,超跌修复,113615,金诚转债,755.26,-1.74%,+0.88%,20.07%,0.3,转债超跌-1.7% vs 正股+0.9% 偏离2.6% 修复空间大
11:28:08,B,超跌修复,127092,运机转债,278.65,-1.71%,+0.37%,20.83%,0.0,转债超跌-1.7% vs 正股+0.4% 偏离2.1% 修复空间大
11:28:17,B,超跌修复,127088,赫达转债,189.36,-1.88%,+0.13%,33.74%,0.0,转债超跌-1.9% vs 正股+0.1% 偏离2.0% 修复空间大
13:01:52,B,超跌修复,127078,优彩转债,139.45,-3.16%,-1.13%,26.25%,0.0,转债超跌-3.2% vs 正股-1.1% 偏离2.0% 修复空间大
13:02:10,B,正股大跌转债抗跌,110084,贵燃转债,128.82,-0.99%,-4.69%,21.62%,1.6,正股大跌-4.7% 转债仅-1.0% 抗跌 🔗板块 地下管网/氢能源(均涨+2.1%)
13:02:19,B,股价大涨转债滞涨,123183,海顺转债,139.28,+0.96%,+3.62%,17.80%,0.6,正股大涨+3.6% 转债仅+1.0% 偏离2.7%
13:02:50,B,正股大跌转债抗跌,113597,佳力转债,119.33,-0.98%,-3.00%,23.01%,0.2,正股大跌-3.0% 转债仅-1.0% 抗跌
13:03:45,B,超跌修复,127088,赫达转债,192.14,-0.44%,+1.60%,33.73%,0.0,转债超跌-0.4% vs 正股+1.6% 偏离2.0% 修复空间大
13:04:03,B,超跌修复,118056,路维转债,321.71,-3.93%,-1.92%,30.61%,0.0,转债超跌-3.9% vs 正股-1.9% 偏离2.0% 修复空间大
13:06:15,B,超跌修复,127055,精装转债,243.42,-4.91%,+1.31%,18.95%,9.9,转债超跌-4.9% vs 正股+1.3% 偏离6.2% 修复空间大
13:06:15,B,超跌修复,118060,瑞可转债,252.92,-1.93%,+2.93%,32.94%,4.5,转债超跌-1.9% vs 正股+2.9% 偏离4.9% 修复空间大
13:06:15,B,超跌修复,123131,奥飞转债,267.80,-1.42%,+3.08%,23.75%,3.5,转债超跌-1.4% vs 正股+3.1% 偏离4.5% 修复空间大
13:06:15,B,正股大跌转债抗跌,128127,文科转债,114.33,-0.17%,-5.35%,15.21%,3.1,正股大跌-5.3% 转债仅-0.2% 抗跌
13:06:15,B,超跌修复,113615,金诚转债,754.70,-1.82%,+0.65%,20.25%,0.1,转债超跌-1.8% vs 正股+0.7% 偏离2.5% 修复空间大
13:06:56,B,超跌修复,127078,优彩转债,140.34,-2.54%,-0.28%,25.96%,0.1,转债超跌-2.5% vs 正股-0.3% 偏离2.3% 修复空间大
13:07:14,B,正股大跌转债抗跌,110084,贵燃转债,129.17,-0.71%,-3.30%,20.20%,0.6,正股大跌-3.3% 转债仅-0.7% 抗跌 🔗板块 地下管网/氢能源(均涨+2.4%)
13:07:19,B,放量拉升,111001,山玻转债,203.52,+2.63%,-4.62%,1.94%,1.0,"放量4.5x (均量157手/轮, 峰值701手) 成交额19.77亿 ⚠️强赎"
13:09:30,B,超跌修复,118056,路维转债,319.69,-4.53%,-2.28%,30.27%,0.1,转债超跌-4.5% vs 正股-2.3% 偏离2.3% 修复空间大
13:11:19,B,超跌修复,127055,精装转债,240.37,-6.10%,-0.96%,20.15%,5.5,转债超跌-6.1% vs 正股-1.0% 偏离5.1% 修复空间大
13:11:19,B,超跌修复,118060,瑞可转债,252.01,-2.28%,+2.61%,32.88%,4.7,转债超跌-2.3% vs 正股+2.6% 偏离4.9% 修复空间大
13:11:19,B,超跌修复,123131,奥飞转债,267.45,-1.55%,+2.84%,23.87%,3.1,转债超跌-1.6% vs 正股+2.8% 偏离4.4% 修复空间大
13:11:19,B,正股大跌转债抗跌,128127,文科转债,114.38,-0.13%,-5.35%,15.26%,3.2,正股大跌-5.3% 转债仅-0.1% 抗跌
13:11:19,B,超跌修复,113615,金诚转债,756.00,-1.65%,+1.16%,19.86%,0.3,转债超跌-1.6% vs 正股+1.2% 偏离2.8% 修复空间大
13:12:00,B,超跌修复,127078,优彩转债,139.52,-3.11%,+0.00%,24.87%,0.7,转债超跌-3.1% vs 正股+0.0% 偏离3.1% 修复空间大
13:12:18,B,正股大跌转债抗跌,110084,贵燃转债,129.15,-0.73%,-3.68%,20.65%,0.8,正股大跌-3.7% 转债仅-0.7% 抗跌 🔗板块 地下管网/氢能源(均涨+2.4%)
13:12:23,B,放量拉升,111001,山玻转债,201.87,+1.79%,-5.64%,2.21%,1.1,"放量4.6x (均量203手/轮, 峰值930手) 成交额20.00亿 ⚠️强赎"
13:14:31,B,超跌修复,118056,路维转债,318.68,-4.84%,-2.71%,30.43%,0.0,转债超跌-4.8% vs 正股-2.7% 偏离2.1% 修复空间大
13:16:21,B,超跌修复,127055,精装转债,240.51,-6.05%,-0.56%,19.74%,6.8,转债超跌-6.0% vs 正股-0.6% 偏离5.5% 修复空间大
13:16:21,B,超跌修复,118060,瑞可转债,250.45,-2.89%,+2.11%,32.70%,5.0,转债超跌-2.9% vs 正股+2.1% 偏离5.0% 修复空间大
13:16:21,B,超跌修复,123131,奥飞转债,266.11,-2.04%,+2.94%,23.14%,5.0,转债超跌-2.0% vs 正股+2.9% 偏离5.0% 修复空间大
13:16:21,B,正股大跌转债抗跌,128127,文科转债,114.42,-0.09%,-5.60%,15.60%,3.6,正股大跌-5.6% 转债仅-0.1% 抗跌
13:16:21,B,超跌修复,113615,金诚转债,758.31,-1.35%,+1.39%,19.95%,0.3,转债超跌-1.4% vs 正股+1.4% 偏离2.7% 修复空间大
13:17:02,B,超跌修复,127078,优彩转债,139.85,-2.88%,+0.14%,24.99%,0.6,转债超跌-2.9% vs 正股+0.1% 偏离3.0% 修复空间大
13:17:20,B,正股大跌转债抗跌,110084,贵燃转债,128.95,-0.88%,-3.93%,20.78%,1.0,正股大跌-3.9% 转债仅-0.9% 抗跌 🔗板块 地下管网/氢能源(均涨+2.5%)
13:17:24,B,放量拉升,111001,山玻转债,199.31,+0.50%,-6.50%,1.84%,0.5,"放量3.9x (均量450手/轮, 峰值1741手) 成交额20.30亿 ⚠️强赎"
13:17:47,B,超跌修复,118050,航宇转债,294.25,-4.06%,-2.04%,27.24%,0.0,转债超跌-4.1% vs 正股-2.0% 偏离2.0% 修复空间大
13:21:26,B,超跌修复,127055,精装转债,240.00,-6.25%,-0.72%,19.68%,6.9,转债超跌-6.2% vs 正股-0.7% 偏离5.5% 修复空间大
13:21:26,B,超跌修复,118060,瑞可转债,250.96,-2.69%,+2.54%,32.42%,5.8,转债超跌-2.7% vs 正股+2.5% 偏离5.2% 修复空间大
13:21:26,B,超跌修复,123131,奥飞转债,267.08,-1.68%,+3.17%,23.31%,4.5,转债超跌-1.7% vs 正股+3.2% 偏离4.8% 修复空间大
13:21:26,B,正股大跌转债抗跌,128127,文科转债,114.37,-0.14%,-5.84%,15.84%,3.9,正股大跌-5.8% 转债仅-0.1% 抗跌
13:21:26,B,超跌修复,113615,金诚转债,752.87,-2.05%,+0.57%,20.06%,0.2,转债超跌-2.0% vs 正股+0.6% 偏离2.6% 修复空间大
13:22:02,B,超跌修复,127078,优彩转债,140.25,-2.61%,+0.43%,24.99%,0.6,转债超跌-2.6% vs 正股+0.4% 偏离3.0% 修复空间大
13:22:20,B,正股大跌转债抗跌,110084,贵燃转债,129.09,-0.78%,-3.93%,20.91%,1.0,正股大跌-3.9% 转债仅-0.8% 抗跌 🔗板块 地下管网/氢能源(均涨+2.5%)
13:22:25,B,放量拉升,111001,山玻转债,201.37,+1.54%,-5.64%,1.96%,0.2,"放量3.3x (均量239手/轮, 峰值801手) 成交额20.69亿 ⚠️强赎"
13:23:23,B,超跌修复,118050,航宇转债,295.24,-3.73%,-1.73%,27.27%,0.0,转债超跌-3.7% vs 正股-1.7% 偏离2.0% 修复空间大
13:24:36,B,正股大跌转债抗跌,127034,绿茵转债,126.78,-0.98%,-3.21%,27.23%,0.3,正股大跌-3.2% 转债仅-1.0% 抗跌
13:26:30,B,超跌修复,127055,精装转债,238.80,-6.72%,-1.31%,19.79%,6.5,转债超跌-6.7% vs 正股-1.3% 偏离5.4% 修复空间大
13:26:30,B,超跌修复,123131,奥飞转债,266.70,-1.82%,+2.98%,23.36%,4.3,转债超跌-1.8% vs 正股+3.0% 偏离4.8% 修复空间大
13:26:30,B,超跌修复,118060,瑞可转债,248.90,-3.49%,+1.21%,33.05%,4.0,转债超跌-3.5% vs 正股+1.2% 偏离4.7% 修复空间大
13:26:30,B,正股大跌转债抗跌,128127,文科转债,114.45,-0.07%,-5.11%,15.04%,2.9,正股大跌-5.1% 转债仅-0.1% 抗跌
13:26:30,B,超跌修复,113615,金诚转债,750.47,-2.37%,+0.30%,20.00%,0.2,转债超跌-2.4% vs 正股+0.3% 偏离2.7% 修复空间大
13:27:06,B,超跌修复,127078,优彩转债,140.05,-2.74%,+0.00%,25.35%,0.3,转债超跌-2.7% vs 正股+0.0% 偏离2.7% 修复空间大
13:27:24,B,正股大跌转债抗跌,110084,贵燃转债,128.97,-0.87%,-4.31%,21.28%,1.3,正股大跌-4.3% 转债仅-0.9% 抗跌 🔗板块 地下管网/氢能源(均涨+2.2%)
13:27:29,B,放量拉升,111001,山玻转债,199.78,+0.74%,-6.28%,1.85%,0.4,"放量3.7x (均量214手/轮, 峰值786手) 成交额20.98亿 ⚠️强赎"
13:28:01,B,股价大涨转债滞涨,128142,新乳转债,115.15,+0.83%,+3.06%,30.09%,0.3,正股大涨+3.1% 转债仅+0.8% 偏离2.2%
13:31:30,B,超跌修复,127055,精装转债,238.16,-6.97%,-1.42%,19.60%,7.0,转债超跌-7.0% vs 正股-1.4% 偏离5.5% 修复空间大
13:31:30,B,超跌修复,118060,瑞可转债,246.05,-4.59%,+0.78%,32.09%,6.3,转债超跌-4.6% vs 正股+0.8% 偏离5.4% 修复空间大
13:31:30,B,超跌修复,123131,奥飞转债,266.66,-1.84%,+2.65%,23.73%,3.5,转债超跌-1.8% vs 正股+2.6% 偏离4.5% 修复空间大
13:31:30,B,正股大跌转债抗跌,128127,文科转债,114.37,-0.14%,-5.35%,15.25%,3.2,正股大跌-5.3% 转债仅-0.1% 抗跌
13:31:30,B,超跌修复,113615,金诚转债,748.90,-2.57%,+0.05%,20.04%,0.2,转债超跌-2.6% vs 正股+0.1% 偏离2.6% 修复空间大
13:32:06,B,超跌修复,127078,优彩转债,139.77,-2.94%,-0.28%,25.46%,0.2,转债超跌-2.9% vs 正股-0.3% 偏离2.7% 修复空间大
13:32:29,B,正股大跌转债抗跌,110084,贵燃转债,128.93,-0.90%,-4.44%,21.41%,1.4,正股大跌-4.4% 转债仅-0.9% 抗跌 🔗板块 地下管网/氢能源(均涨+2.4%)
13:32:33,B,放量拉升,111001,山玻转债,201.71,+1.72%,-6.07%,2.60%,0.0,"放量2.6x (均量295手/轮, 峰值760手) 成交额21.23亿 ⚠️强赎"
13:36:35,B,超跌修复,127055,精装转债,238.80,-6.72%,-1.23%,19.69%,6.8,转债超跌-6.7% vs 正股-1.2% 偏离5.5% 修复空间大
13:36:35,B,超跌修复,118060,瑞可转债,247.03,-4.21%,+1.01%,32.32%,5.8,转债超跌-4.2% vs 正股+1.0% 偏离5.2% 修复空间大
13:36:35,B,超跌修复,123131,奥飞转债,267.02,-1.70%,+3.03%,23.45%,4.2,转债超跌-1.7% vs 正股+3.0% 偏离4.7% 修复空间大
13:36:35,B,正股大跌转债抗跌,128127,文科转债,114.37,-0.13%,-5.84%,15.85%,4.0,正股大跌-5.8% 转债仅-0.1% 抗跌
13:36:35,B,超跌修复,113615,金诚转债,759.38,-1.21%,+1.85%,19.58%,0.6,转债超跌-1.2% vs 正股+1.9% 偏离3.1% 修复空间大
13:36:39,B,超跌修复,118050,航宇转债,293.76,-4.22%,-2.21%,27.25%,0.0,转债超跌-4.2% vs 正股-2.2% 偏离2.0% 修复空间大
13:37:07,B,超跌修复,127078,优彩转债,139.95,-2.81%,-0.14%,25.44%,0.2,转债超跌-2.8% vs 正股-0.1% 偏离2.7% 修复空间大
13:37:29,B,正股大跌转债抗跌,110084,贵燃转债,129.32,-0.60%,-4.06%,21.29%,1.3,正股大跌-4.1% 转债仅-0.6% 抗跌 🔗板块 地下管网/氢能源(均涨+3.4%)
13:38:17,B,放量拉升,111001,山玻转债,202.91,+2.32%,-5.38%,2.46%,0.4,"放量3.7x (均量223手/轮, 峰值824手) 成交额21.61亿 ⚠️强赎"
13:41:38,B,超跌修复,118060,瑞可转债,246.90,-4.26%,+1.60%,31.47%,8.3,转债超跌-4.3% vs 正股+1.6% 偏离5.9% 修复空间大
13:41:38,B,超跌修复,127055,精装转债,241.60,-5.62%,+0.16%,19.41%,8.0,转债超跌-5.6% vs 正股+0.2% 偏离5.8% 修复空间大
13:41:38,B,超跌修复,123131,奥飞转债,267.70,-1.45%,+2.84%,23.99%,2.9,转债超跌-1.4% vs 正股+2.8% 偏离4.3% 修复空间大
13:41:38,B,正股大跌转债抗跌,128127,文科转债,114.40,-0.11%,-5.84%,15.88%,4.8,正股大跌-5.8% 转债仅-0.1% 抗跌 🔗板块 绿色电力/PPP概念(均涨+2.5%)
13:42:05,B,超跌修复,113615,金诚转债,768.24,-0.05%,+2.68%,19.99%,0.3,转债超跌-0.1% vs 正股+2.7% 偏离2.7% 修复空间大
13:42:10,B,超跌修复,127078,优彩转债,140.10,-2.71%,-0.14%,25.57%,0.2,转债超跌-2.7% vs 正股-0.1% 偏离2.6% 修复空间大
13:42:33,B,正股大跌转债抗跌,110084,贵燃转债,129.20,-0.69%,-4.56%,21.83%,1.8,正股大跌-4.6% 转债仅-0.7% 抗跌 🔗板块 地下管网/氢能源(均涨+4.7%)
13:43:19,B,放量拉升,111001,山玻转债,203.51,+2.62%,-4.83%,2.16%,1.4,"放量4.8x (均量374手/轮, 峰值1804手) 成交额22.04亿 ⚠️强赎"
13:45:08,B,放量拉升,127079,华亚转债,269.27,+0.43%,-0.18%,0.02%,10.0,"放量8.6x (均量169手/轮, 峰值1469手) 成交额3.67亿 ⚠️强赎"
13:45:58,B,超跌修复,118050,航宇转债,293.62,-4.26%,-2.22%,27.21%,0.0,转债超跌-4.3% vs 正股-2.2% 偏离2.0% 修复空间大
13:46:40,B,超跌修复,127055,精装转债,241.70,-5.59%,+0.91%,18.57%,11.2,转债超跌-5.6% vs 正股+0.9% 偏离6.5% 修复空间大
13:46:40,B,超跌修复,118060,瑞可转债,248.46,-3.66%,+1.14%,32.91%,4.3,转债超跌-3.7% vs 正股+1.1% 偏离4.8% 修复空间大
13:46:40,B,超跌修复,123131,奥飞转债,268.32,-1.22%,+3.13%,23.94%,3.0,转债超跌-1.2% vs 正股+3.1% 偏离4.3% 修复空间大
13:46:40,B,正股大跌转债抗跌,128127,文科转债,114.38,-0.13%,-5.60%,15.56%,4.3,正股大跌-5.6% 转债仅-0.1% 抗跌 🔗板块 绿色电力/PPP概念(均涨+2.5%)
13:47:11,B,超跌修复,127078,优彩转债,140.01,-2.77%,+0.14%,25.14%,0.5,转债超跌-2.8% vs 正股+0.1% 偏离2.9% 修复空间大
13:47:34,B,正股大跌转债抗跌,110084,贵燃转债,129.39,-0.55%,-4.44%,21.83%,1.8,正股大跌-4.4% 转债仅-0.6% 抗跌 🔗板块 地下管网/氢能源(均涨+4.6%)
13:47:38,B,超跌修复,113615,金诚转债,768.50,-0.02%,+2.42%,20.34%,0.1,转债超跌-0.0% vs 正股+2.4% 偏离2.4% 修复空间大
13:48:20,B,放量拉升,111001,山玻转债,203.30,+2.52%,-4.87%,2.10%,2.2,"放量5.4x (均量224手/轮, 峰值1209手) 成交额22.36亿 ⚠️强赎"
13:50:59,B,超跌修复,118050,航宇转债,295.20,-3.75%,-1.66%,27.17%,0.0,转债超跌-3.8% vs 正股-1.7% 偏离2.1% 修复空间大
13:51:40,B,超跌修复,127055,精装转债,242.70,-5.20%,+0.99%,18.97%,9.8,转债超跌-5.2% vs 正股+1.0% 偏离6.2% 修复空间大
